,ScientificName,LibraryName,processed2Fastq,finalProcessedPath,kmerGenieDat,kmerGenieDatPath,BestKmerGenie,ABySSfastq,ABySSfastqPath,NewblerFnaPath,SPAdesFastaPath,KrakenOutput,KrakenOutputLabels,KronaIn,LawiiMitoBlast,LawiiMitoBlastPath,mitoContigsFasta,mitoContigsFastaPath,Augustus1gff,Augustus1gffPath,Augustus1aa,Augustus1aaPath,finalProcessedFasta,finalProcessedFastaPath
1,Lachnellula_arida,Lari_IonT_2017_1,Lari_IonT_2017_1.3processed.fastq,/home/CFIA-ACIA/girouxeml/PIRL_working_directory/Lachnellula_species_GenomeAn_IonTorrent_2017/IonTorrent_data_2017//Lari_IonT_2017_1.3processed.fastq,Lari_IonT_2017_1.dat,/home/CFIA-ACIA/girouxeml/PIRL_working_directory/Lachnellula_species_GenomeAn_IonTorrent_2017/kmerGenie/Lari_IonT_2017_1.dat,
